discipline_title,year,event_title,event_gender,medal_type,participant_type,country_name,season,max_elevation,min_elevation,elevation_span,climate_zone,avg_celsius,isocode,gdp_new
Wrestling,2004,"Heavyweight, Freestyle (≤96 kilograms) Men",Men,BRONZE,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,190043433963.866
Wrestling,2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,GOLD,Athlete,Uzbekistan,Summer,4643.0,-12.0,4680.0,BWK,17.67,UZB,12030023547.8807
Wrestling,2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,SILVER,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,190043433963.866
Wrestling,2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,BRONZE,Athlete,Turkey,Summer,5137.0,0.0,5137.0,CSB,14.96,TUR,408865430220.331
Wrestling,2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,GOLD,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,67220154164.3166
Wrestling,2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Wrestling,2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Wrestling,2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,GOLD,Athlete,Uzbekistan,Summer,4643.0,-12.0,4680.0,BWK,17.67,UZB,12030023547.8807
Wrestling,2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,SILVER,Athlete,Finland,Summer,1324.0,0.0,1324.0,DFC,5.64,FIN,197479443979.151
Wrestling,2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Wrestling,2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,GOLD,Athlete,Hungary,Summer,1014.0,76.0,938.0,CFB,13.04,HUN,104120820258.669
Wrestling,2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Wrestling,2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,BRONZE,Athlete,Greece,Summer,2917.0,-6.0,2917.0,CSA,17.02,GRC,240963562236.127
Taekwondo,2004,57 - 67 kg women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Taekwondo,2004,57 - 67 kg women,Women,SILVER,Athlete,Greece,Summer,2917.0,-6.0,2917.0,CSA,17.02,GRC,240963562236.127
Taekwondo,2004,57 - 67 kg women,Women,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,793175561887.027
Taekwondo,2004,Athens 2004 Taekwondo - 58 kg men,Men,GOLD,Athlete,Taiwan,Summer,3952.0,0.0,3952.0,CWB,24.43,,
Taekwondo,2004,Athens 2004 Taekwondo - 58 kg men,Men,SILVER,Athlete,Mexico,Summer,5636.0,-10.0,5646.0,BSK,22.03,MEX,819459227375.022
Taekwondo,2004,Athens 2004 Taekwondo - 58 kg men,Men,BRONZE,Athlete,Egypt,Summer,2629.0,-133.0,2762.0,BWH,24.9,EGY,78782467532.4675
Taekwondo,2004,58 - 68 kg men,Men,GOLD,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,190043433963.866
Taekwondo,2004,58 - 68 kg men,Men,SILVER,Athlete,Taiwan,Summer,3952.0,0.0,3952.0,CWB,24.43,,
Taekwondo,2004,58 - 68 kg men,Men,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,793175561887.027
Taekwondo,2004,Athens 2004 Taekwondo - 49 kg women,Women,GOLD,Athlete,Taiwan,Summer,3952.0,0.0,3952.0,CWB,24.43,,
Taekwondo,2004,Athens 2004 Taekwondo - 49 kg women,Women,SILVER,Athlete,Cuba,Summer,1974.0,0.0,1974.0,AW,26.91,CUB,38203000000.0
Taekwondo,2004,Athens 2004 Taekwondo - 49 kg women,Women,BRONZE,Athlete,Thailand,Summer,2565.0,0.0,2565.0,AW,28.64,THA,172895685154.658
Taekwondo,2004,68 - 80 kg men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Taekwondo,2004,68 - 80 kg men,Men,SILVER,Athlete,Turkey,Summer,5137.0,0.0,5137.0,CSB,14.96,TUR,408865430220.331
Taekwondo,2004,68 - 80 kg men,Men,BRONZE,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,190043433963.866
Taekwondo,2004,49 - 57 kg women,Women,GOLD,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,793175561887.027
Taekwondo,2004,49 - 57 kg women,Women,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Taekwondo,2004,49 - 57 kg women,Women,BRONZE,Athlete,Mexico,Summer,5636.0,-10.0,5646.0,BSK,22.03,MEX,819459227375.022
Taekwondo,2004,80 kg men,Men,GOLD,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,793175561887.027
Taekwondo,2004,80 kg men,Men,SILVER,Athlete,Greece,Summer,2917.0,-6.0,2917.0,CSA,17.02,GRC,240963562236.127
Taekwondo,2004,80 kg men,Men,BRONZE,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Taekwondo,2004,67 kg women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Taekwondo,2004,67 kg women,Women,SILVER,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Taekwondo,2004,67 kg women,Women,BRONZE,Athlete,Venezuela,Summer,4978.0,-12.0,4990.0,AM,26.65,VEN,112451400424.964
Cycling Track,2004,points race women,Women,GOLD,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Cycling Track,2004,points race women,Women,SILVER,Athlete,Mexico,Summer,5636.0,-10.0,5646.0,BSK,22.03,MEX,819459227375.022
Cycling Track,2004,points race women,Women,BRONZE,Athlete,Colombia,Summer,5730.0,0.0,5730.0,CFB,24.2,COL,117092416666.245
Cycling Track,2004,Individual Pursuit men,Men,GOLD,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Cycling Track,2004,Individual Pursuit men,Men,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Individual Pursuit men,Men,BRONZE,Athlete,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Cycling Track,2004,individual pursuit women,Women,GOLD,Athlete,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,103905210084.034
Cycling Track,2004,individual pursuit women,Women,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,individual pursuit women,Women,BRONZE,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Cycling Track,2004,Keirin men,Men,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Keirin men,Men,SILVER,Athlete,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Cycling Track,2004,Keirin men,Men,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Team Pursuit 4000m men,Men,GOLD,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Team Pursuit 4000m men,Men,SILVER,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Cycling Track,2004,Team Pursuit 4000m men,Men,BRONZE,GameTeam,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Cycling Track,2004,Sprint individual men,Men,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Sprint individual men,Men,SILVER,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Cycling Track,2004,Sprint individual men,Men,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Cycling Track,2004,1km time trial men,Men,GOLD,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Cycling Track,2004,1km time trial men,Men,SILVER,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Cycling Track,2004,1km time trial men,Men,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Cycling Track,2004,sprint women,Women,GOLD,Athlete,Canada,Summer,5959.0,0.0,5959.0,DFC,2.09,CAN,1026690238278.25
Cycling Track,2004,sprint women,Women,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Cycling Track,2004,sprint women,Women,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Points Race men,Men,GOLD,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Cycling Track,2004,Points Race men,Men,SILVER,Athlete,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Cycling Track,2004,Points Race men,Men,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Cycling Track,2004,500m time trial women,Women,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,500m time trial women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Cycling Track,2004,500m time trial women,Women,BRONZE,Athlete,Belarus,Summer,346.0,90.0,256.0,DFB,8.66,BLR,23141566292.9462
Cycling Track,2004,Madison men,Men,GOLD,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Cycling Track,2004,Madison men,Men,SILVER,GameTeam,Switzerland,Summer,4634.0,193.0,4441.0,DFC,9.1,CHE,403912891033.374
Cycling Track,2004,Madison men,Men,BRONZE,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Cycling Track,2004,Team sprint men,Men,GOLD,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Cycling Track,2004,Team sprint men,Men,SILVER,GameTeam,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Cycling Track,2004,Team sprint men,Men,BRONZE,GameTeam,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Equestrian Dressage,2004,individual mixed,Open,GOLD,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Equestrian Dressage,2004,individual mixed,Open,SILVER,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Equestrian Dressage,2004,individual mixed,Open,BRONZE,Athlete,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Equestrian Dressage,2004,team mixed,Open,GOLD,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Equestrian Dressage,2004,team mixed,Open,SILVER,GameTeam,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1069055675273.75
Equestrian Dressage,2004,team mixed,Open,BRONZE,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m butterfly men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m butterfly men,Men,SILVER,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,200m butterfly men,Men,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Swimming,2004,100m butterfly men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m butterfly men,Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m butterfly men,Men,BRONZE,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,67220154164.3166
Swimming,2004,1500m freestyle men,Men,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,1500m freestyle men,Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,1500m freestyle men,Men,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2421525082387.4
Swimming,2004,50m freestyle men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,50m freestyle men,Men,SILVER,Athlete,Croatia,Summer,1831.0,0.0,1831.0,CFB,13.5,HRV,41855195584.6518
Swimming,2004,50m freestyle men,Men,BRONZE,Athlete,South Africa,Summer,3450.0,0.0,3450.0,BWK,21.22,ZAF,255806908594.573
Swimming,2004,4x100m medley relay men,Men,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x100m medley relay men,Men,SILVER,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Swimming,2004,4x100m medley relay men,Men,BRONZE,GameTeam,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,200m butterfly women,Women,GOLD,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,255107252158.631
Swimming,2004,200m butterfly women,Women,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,200m butterfly women,Women,BRONZE,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,800m freestyle women,Women,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,800m freestyle women,Women,SILVER,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Swimming,2004,800m freestyle women,Women,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m backstroke women,Women,GOLD,Athlete,Zimbabwe,Summer,2592.0,162.0,2430.0,BSH,22.73,ZWE,5805598400.0
Swimming,2004,200m backstroke women,Women,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Swimming,2004,200m backstroke women,Women,BRONZE,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,200m backstroke women,Women,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Swimming,2004,400m individual medley men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m individual medley men,Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m individual medley men,Men,BRONZE,Athlete,Hungary,Summer,1014.0,76.0,938.0,CFB,13.04,HUN,104120820258.669
Swimming,2004,200m freestyle men,Men,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,200m freestyle men,Men,SILVER,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,200m freestyle men,Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m freestyle men,Men,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,400m freestyle men,Men,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,400m freestyle men,Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m backstroke men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m backstroke men,Men,SILVER,Athlete,Austria,Summer,3798.0,115.0,3683.0,DFB,8.82,AUT,301457562038.541
Swimming,2004,100m backstroke men,Men,BRONZE,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,4x100m medley relay women,Women,GOLD,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,4x100m medley relay women,Women,SILVER,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x100m medley relay women,Women,BRONZE,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Swimming,2004,200m individual medley women,Women,GOLD,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,67220154164.3166
Swimming,2004,200m individual medley women,Women,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m individual medley women,Women,BRONZE,Athlete,Zimbabwe,Summer,2592.0,162.0,2430.0,BSH,22.73,ZWE,5805598400.0
Swimming,2004,4x100m freestyle relay women,Women,GOLD,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,4x100m freestyle relay women,Women,SILVER,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x100m freestyle relay women,Women,BRONZE,GameTeam,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,100m freestyle women,Women,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,100m freestyle women,Women,SILVER,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,100m freestyle women,Women,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m freestyle women,Women,GOLD,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Swimming,2004,400m freestyle women,Women,SILVER,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,255107252158.631
Swimming,2004,400m freestyle women,Women,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m individual medley men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m individual medley men,Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m individual medley men,Men,BRONZE,Athlete,Trinidad and Tobago,Summer,940.0,0.0,940.0,AM,27.72,TTO,13280275123.0354
Swimming,2004,200m breaststroke women,Women,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m breaststroke women,Women,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,200m breaststroke women,Women,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Swimming,2004,100m breaststroke men,Men,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,100m breaststroke men,Men,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m breaststroke men,Men,BRONZE,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Swimming,2004,4x100m freestyle relay men,Men,GOLD,GameTeam,South Africa,Summer,3450.0,0.0,3450.0,BWK,21.22,ZAF,255806908594.573
Swimming,2004,4x100m freestyle relay men,Men,SILVER,GameTeam,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,4x100m freestyle relay men,Men,BRONZE,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x200m freestyle relay men,Men,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x200m freestyle relay men,Men,SILVER,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,4x200m freestyle relay men,Men,BRONZE,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,1806542968545.56
Swimming,2004,200m backstroke men,Men,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,200m backstroke men,Men,SILVER,Athlete,Austria,Summer,3798.0,115.0,3683.0,DFB,8.82,AUT,301457562038.541
Swimming,2004,200m backstroke men,Men,BRONZE,Athlete,Romania,Summer,2544.0,0.0,2544.0,DFB,12.86,ROU,74973656851.8076
Swimming,2004,100m freestyle men,Men,GOLD,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,100m freestyle men,Men,SILVER,Athlete,South Africa,Summer,3450.0,0.0,3450.0,BWK,21.22,ZAF,255806908594.573
Swimming,2004,100m freestyle men,Men,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,50m freestyle women,Women,GOLD,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,50m freestyle women,Women,SILVER,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Swimming,2004,50m freestyle women,Women,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,200m breaststroke men,Men,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,4893116005656.56
Swimming,2004,200m breaststroke men,Men,SILVER,Athlete,Hungary,Summer,1014.0,76.0,938.0,CFB,13.04,HUN,104120820258.669
Swimming,2004,200m breaststroke men,Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m individual medley women,Women,GOLD,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,67220154164.3166
Swimming,2004,400m individual medley women,Women,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,400m individual medley women,Women,BRONZE,Athlete,Argentina,Summer,6961.0,-105.0,7065.0,CFA,18.24,ARG,164657930452.787
Swimming,2004,4x200m freestyle relay women,Women,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,4x200m freestyle relay women,Women,SILVER,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Swimming,2004,4x200m freestyle relay women,Women,BRONZE,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,2814353869359.08
Swimming,2004,100m breaststroke women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Swimming,2004,100m breaststroke women,Women,SILVER,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,100m breaststroke women,Women,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,100m butterfly women,Women,GOLD,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,614659980082.515
Swimming,2004,100m butterfly women,Women,SILVER,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,255107252158.631
Swimming,2004,100m butterfly women,Women,BRONZE,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,658380081545.175
Swimming,2004,100m backstroke women,Women,GOLD,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Swimming,2004,100m backstroke women,Women,SILVER,Athlete,Zimbabwe,Summer,2592.0,162.0,2430.0,BSH,22.73,ZWE,5805598400.0
Swimming,2004,100m backstroke women,Women,BRONZE,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Swimming,2004,200m freestyle women,Women,GOLD,Athlete,Romania,Summer,2544.0,0.0,2544.0,DFB,12.86,ROU,74973656851.8076
Swimming,2004,200m freestyle women,Women,SILVER,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,1806542968545.56
Swimming,2004,200m freestyle women,Women,BRONZE,Athlete,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2119633181634.37
Volleyball,2004,volleyball men,Men,GOLD,GameTeam,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,669289424806.307
Volleyball,2004,volleyball men,Men,SILVER,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,1806542968545.56
Volleyball,2004,volleyball men,Men,BRONZE,GameTeam,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Volleyball,2004,volleyball women,Women,GOLD,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,1955346768721.39
Volleyball,2004,volleyball women,Women,SILVER,GameTeam,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,591016690732.385
Volleyball,2004,volleyball women,Women,BRONZE,GameTeam,Cuba,Summer,1974.0,0.0,1974.0,AW,26.91,CUB,38203000000.0
Football,2004,football men,Men,GOLD,GameTeam,Argentina,Summer,6961.0,-105.0,7065.0,CFA,18.24,ARG,164657930452.787
Football,2004,football men,Men,SILVER,GameTeam,Paraguay,Summer,842.0,46.0,796.0,AW,25.06,PRY,9624440836.29309
Football,2004,football men,Men,BRONZE,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,1806542968545.56
Football,2004,football women,Women,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,12217196000000.0
Football,2004,football women,Women,SILVER,GameTeam,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,669289424806.307
