discipline_title,year,event_title,event_gender,medal_type,participant_type,country_name,season,max_elevation,min_elevation,elevation_span,climate_zone,avg_celsius,isocode,gdp_new
Boxing,2012,69 - 75 kg men,Men,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Boxing,2012,69 - 75 kg men,Men,SILVER,Athlete,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,2465227803011.57
Boxing,2012,69 - 75 kg men,Men,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Boxing,2012,69 - 75 kg men,Men,BRONZE,Athlete,Uzbekistan,Summer,4643.0,-12.0,4680.0,BWK,17.67,UZB,67517349212.0609
Boxing,2012,60 - 64 kg men,Men,GOLD,Athlete,Cuba,Summer,1974.0,0.0,1974.0,AW,26.91,CUB,73141000000.0
Boxing,2012,60 - 64 kg men,Men,SILVER,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Boxing,2012,60 - 64 kg men,Men,BRONZE,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Boxing,2012,60 - 64 kg men,Men,BRONZE,Athlete,Mongolia,Summer,4374.0,526.0,3856.0,BSK,1.22,MNG,12292770631.565
Boxing,2012,60 kg light women,Women,GOLD,Athlete,Ireland,Summer,1038.0,-3.0,1038.0,CFB,10.1,IRL,225118718207.156
Boxing,2012,60 kg light women,Women,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Boxing,2012,60 kg light women,Women,BRONZE,Athlete,Tajikistan,Summer,7495.0,300.0,7195.0,DSC,7.86,TJK,7633036903.07634
Boxing,2012,60 kg light women,Women,BRONZE,Athlete,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,2465227803011.57
Boxing,2012,75-81kg lightheavyweight men,Men,GOLD,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Boxing,2012,75-81kg lightheavyweight men,Men,SILVER,Athlete,Kazakhstan,Summer,7010.0,-132.0,7142.0,BSK,9.33,KAZ,207998568865.789
Boxing,2012,75-81kg lightheavyweight men,Men,BRONZE,Athlete,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,2465227803011.57
Boxing,2012,75-81kg lightheavyweight men,Men,BRONZE,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Boxing,2012,46-49kg men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Boxing,2012,46-49kg men,Men,SILVER,Athlete,Thailand,Summer,2565.0,0.0,2565.0,AW,28.64,THA,397558325278.579
Boxing,2012,46-49kg men,Men,BRONZE,Athlete,Ireland,Summer,1038.0,-3.0,1038.0,CFB,10.1,IRL,225118718207.156
Boxing,2012,46-49kg men,Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Boxing,2012,57-60kg lightweight men,Men,GOLD,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Boxing,2012,57-60kg lightweight men,Men,SILVER,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Boxing,2012,57-60kg lightweight men,Men,BRONZE,Athlete,Cuba,Summer,1974.0,0.0,1974.0,AW,26.91,CUB,73141000000.0
Boxing,2012,57-60kg lightweight men,Men,BRONZE,Athlete,Lithuania,Summer,294.0,-5.0,295.0,DFB,8.77,LTU,42927454291.478
Boxing,2012,51 kg fly women,Women,GOLD,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Boxing,2012,51 kg fly women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Boxing,2012,51 kg fly women,Women,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Boxing,2012,51 kg fly women,Women,BRONZE,Athlete,India,Summer,8586.0,-2.0,8588.0,AW,25.97,IND,1827637590410.95
Equestrian Dressage,2012,Dressage Team Grand Prix mixed,Open,GOLD,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Equestrian Dressage,2012,Dressage Team Grand Prix mixed,Open,SILVER,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Equestrian Dressage,2012,Dressage Team Grand Prix mixed,Open,BRONZE,GameTeam,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,838923319919.531
Equestrian Dressage,2012,Dressage Individual Grand Prix mixed,Open,GOLD,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Equestrian Dressage,2012,Dressage Individual Grand Prix mixed,Open,SILVER,Athlete,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,838923319919.531
Equestrian Dressage,2012,Dressage Individual Grand Prix mixed,Open,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Basketball,2012,basketball women,Women,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Basketball,2012,basketball women,Women,SILVER,GameTeam,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2683671716967.19
Basketball,2012,basketball women,Women,BRONZE,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Basketball,2012,basketball men,Men,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Basketball,2012,basketball men,Men,SILVER,GameTeam,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1324750738725.0
Basketball,2012,basketball men,Men,BRONZE,GameTeam,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Rowing,2012,lightweight coxless four 4 men,Men,GOLD,GameTeam,South Africa,Summer,3450.0,0.0,3450.0,BWK,21.22,ZAF,434400545085.811
Rowing,2012,lightweight coxless four 4 men,Men,SILVER,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,lightweight coxless four 4 men,Men,BRONZE,GameTeam,Denmark,Summer,171.0,-7.0,178.0,CFB,9.89,DNK,327148943812.137
Rowing,2012,quadruple sculls without coxsw men,Men,GOLD,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Rowing,2012,quadruple sculls without coxsw men,Men,SILVER,GameTeam,Croatia,Summer,1831.0,0.0,1831.0,CFB,13.5,HRV,57411354937.6808
Rowing,2012,quadruple sculls without coxsw men,Men,BRONZE,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Rowing,2012,single sculls 1x men,Men,GOLD,Athlete,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,176210710655.208
Rowing,2012,single sculls 1x men,Men,SILVER,Athlete,Czech Republic,Summer,1603.0,115.0,1487.0,CFB,10.07,CZE,208857719320.649
Rowing,2012,single sculls 1x men,Men,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,pair without coxswain 2 women,Women,GOLD,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,pair without coxswain 2 women,Women,SILVER,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Rowing,2012,pair without coxswain 2 women,Women,BRONZE,GameTeam,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,176210710655.208
Rowing,2012,lightweight double sculls 2x men,Men,GOLD,GameTeam,Denmark,Summer,171.0,-7.0,178.0,CFB,9.89,DNK,327148943812.137
Rowing,2012,lightweight double sculls 2x men,Men,SILVER,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,lightweight double sculls 2x men,Men,BRONZE,GameTeam,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,176210710655.208
Rowing,2012,double sculls 2x women,Women,GOLD,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,double sculls 2x women,Women,SILVER,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Rowing,2012,double sculls 2x women,Women,BRONZE,GameTeam,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,495230523665.901
Rowing,2012,lightweight double sculls 2x women,Women,GOLD,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,lightweight double sculls 2x women,Women,SILVER,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Rowing,2012,lightweight double sculls 2x women,Women,BRONZE,GameTeam,Greece,Summer,2917.0,-6.0,2917.0,CSA,17.02,GRC,242029307133.408
Rowing,2012,quadruple sculls without coxsw women,Women,GOLD,GameTeam,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Rowing,2012,quadruple sculls without coxsw women,Women,SILVER,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Rowing,2012,quadruple sculls without coxsw women,Women,BRONZE,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Rowing,2012,eight with coxswain 8 women,Women,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Rowing,2012,eight with coxswain 8 women,Women,SILVER,GameTeam,Canada,Summer,5959.0,0.0,5959.0,DFC,2.09,CAN,1828366481521.6
Rowing,2012,eight with coxswain 8 women,Women,BRONZE,GameTeam,Netherlands,Summer,887.0,-7.0,894.0,CFB,11.59,NLD,838923319919.531
Rowing,2012,four without coxswain 4 men,Men,GOLD,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,four without coxswain 4 men,Men,SILVER,GameTeam,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Rowing,2012,four without coxswain 4 men,Men,BRONZE,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Rowing,2012,pair without coxswain 2 men,Men,GOLD,GameTeam,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,176210710655.208
Rowing,2012,pair without coxswain 2 men,Men,SILVER,GameTeam,France,Summer,4810.0,-10.0,4820.0,CFB,12.44,FRA,2683671716967.19
Rowing,2012,pair without coxswain 2 men,Men,BRONZE,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Rowing,2012,single sculls 1x women,Women,GOLD,Athlete,Czech Republic,Summer,1603.0,115.0,1487.0,CFB,10.07,CZE,208857719320.649
Rowing,2012,single sculls 1x women,Women,SILVER,Athlete,Denmark,Summer,171.0,-7.0,178.0,CFB,9.89,DNK,327148943812.137
Rowing,2012,single sculls 1x women,Women,BRONZE,Athlete,Australia,Summer,2228.0,-15.0,2243.0,BWH,20.37,AUS,1547649835732.89
Rowing,2012,double sculls 2x men,Men,GOLD,GameTeam,New Zealand,Summer,3724.0,-2.0,3726.0,CFB,13.07,NZL,176210710655.208
Rowing,2012,double sculls 2x men,Men,SILVER,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Rowing,2012,double sculls 2x men,Men,BRONZE,GameTeam,Slovenia,Summer,2864.0,0.0,2864.0,CFB,11.8,SVN,46577793184.0031
Rowing,2012,eight with coxswain 8 men,Men,GOLD,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Rowing,2012,eight with coxswain 8 men,Men,SILVER,GameTeam,Canada,Summer,5959.0,0.0,5959.0,DFC,2.09,CAN,1828366481521.6
Rowing,2012,eight with coxswain 8 men,Men,BRONZE,GameTeam,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Fencing,2012,épée individual men,Men,GOLD,Athlete,Venezuela,Summer,4978.0,-12.0,4990.0,AM,26.65,VEN,381286237847.667
Fencing,2012,épée individual men,Men,SILVER,Athlete,Norway,Summer,2469.0,0.0,2469.0,DFC,5.03,NOR,512777309840.997
Fencing,2012,épée individual men,Men,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Fencing,2012,foil individual men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Fencing,2012,foil individual men,Men,SILVER,Athlete,Egypt,Summer,2629.0,-133.0,2762.0,BWH,24.9,EGY,279116666666.667
Fencing,2012,foil individual men,Men,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Fencing,2012,sabre team men,Men,GOLD,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Fencing,2012,sabre team men,Men,SILVER,GameTeam,Romania,Summer,2544.0,0.0,2544.0,DFB,12.86,ROU,179132893143.417
Fencing,2012,sabre team men,Men,BRONZE,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,foil individual women,Women,GOLD,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,foil individual women,Women,SILVER,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,foil individual women,Women,BRONZE,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,épée team women,Women,GOLD,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Fencing,2012,épée team women,Women,SILVER,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Fencing,2012,épée team women,Women,BRONZE,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Fencing,2012,sabre individual men,Men,GOLD,Athlete,Hungary,Summer,1014.0,76.0,938.0,CFB,13.04,HUN,128814279315.132
Fencing,2012,sabre individual men,Men,SILVER,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,sabre individual men,Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Fencing,2012,foil team men,Men,GOLD,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,foil team men,Men,SILVER,GameTeam,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Fencing,2012,foil team men,Men,BRONZE,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Fencing,2012,épée individual women,Women,GOLD,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Fencing,2012,épée individual women,Women,SILVER,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Fencing,2012,épée individual women,Women,BRONZE,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Fencing,2012,sabre individual women,Women,GOLD,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Fencing,2012,sabre individual women,Women,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Fencing,2012,sabre individual women,Women,BRONZE,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Fencing,2012,foil team women,Women,GOLD,GameTeam,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Fencing,2012,foil team women,Women,SILVER,GameTeam,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Fencing,2012,foil team women,Women,BRONZE,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Table Tennis,2012,Team men,Men,GOLD,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,Team men,Men,SILVER,GameTeam,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Table Tennis,2012,Team men,Men,BRONZE,GameTeam,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Table Tennis,2012,team women,Women,GOLD,GameTeam,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,team women,Women,SILVER,GameTeam,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Table Tennis,2012,team women,Women,BRONZE,GameTeam,Singapore,Summer,164.0,0.0,164.0,AF,25.1,SGP,295092888076.589
Table Tennis,2012,Singles men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,Singles men,Men,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,Singles men,Men,BRONZE,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Table Tennis,2012,Singles women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,Singles women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Table Tennis,2012,Singles women,Women,BRONZE,Athlete,Singapore,Summer,164.0,0.0,164.0,AF,25.1,SGP,295092888076.589
Weightlifting,2012,105kg superheavyweight men,Men,GOLD,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,644035512181.483
Weightlifting,2012,105kg superheavyweight men,Men,SILVER,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,644035512181.483
Weightlifting,2012,105kg superheavyweight men,Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Weightlifting,2012,62kg featherweight men,Men,GOLD,Athlete,North Korea,Summer,2744.0,0.0,2744.0,DWB,9.25,,
Weightlifting,2012,62kg featherweight men,Men,SILVER,Athlete,Colombia,Summer,5730.0,0.0,5730.0,CFB,24.2,COL,370691143018.039
Weightlifting,2012,62kg featherweight men,Men,BRONZE,Athlete,Indonesia,Summer,4884.0,0.0,4884.0,AF,27.11,IDN,917869913332.649
Weightlifting,2012,77kg men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,77kg men,Men,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,77kg men,Men,BRONZE,Athlete,Cuba,Summer,1974.0,0.0,1974.0,AW,26.91,CUB,73141000000.0
Weightlifting,2012,63kg women,Women,GOLD,Athlete,Canada,Summer,5959.0,0.0,5959.0,DFC,2.09,CAN,1828366481521.6
Weightlifting,2012,63kg women,Women,SILVER,Athlete,Bulgaria,Summer,2925.0,0.0,2925.0,DFB,13.4,BGR,54288135058.7926
Weightlifting,2012,63kg women,Women,BRONZE,Athlete,Mexico,Summer,5636.0,-10.0,5646.0,BSK,22.03,MEX,1255110424817.79
Weightlifting,2012,105kg heavyweight men,Men,SILVER,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,644035512181.483
Weightlifting,2012,105kg heavyweight men,Men,BRONZE,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,495230523665.901
Weightlifting,2012,85kg men,Men,GOLD,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,495230523665.901
Weightlifting,2012,85kg men,Men,SILVER,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,644035512181.483
Weightlifting,2012,85kg men,Men,BRONZE,Athlete,Egypt,Summer,2629.0,-133.0,2762.0,BWH,24.9,EGY,279116666666.667
Weightlifting,2012,75kg women,Women,GOLD,Athlete,Spain,Summer,3715.0,0.0,3715.0,CSA,16.61,ESP,1324750738725.0
Weightlifting,2012,75kg women,Women,SILVER,Athlete,Egypt,Summer,2629.0,-133.0,2762.0,BWH,24.9,EGY,279116666666.667
Weightlifting,2012,75kg women,Women,BRONZE,Athlete,Cameroon,Summer,4040.0,0.0,4040.0,AW,26.81,CMR,30155062302.4497
Weightlifting,2012,69kg women,Women,GOLD,Athlete,North Korea,Summer,2744.0,0.0,2744.0,DWB,9.25,,
Weightlifting,2012,69kg women,Women,SILVER,Athlete,Kazakhstan,Summer,7010.0,-132.0,7142.0,BSK,9.33,KAZ,207998568865.789
Weightlifting,2012,69kg women,Women,BRONZE,Athlete,Colombia,Summer,5730.0,0.0,5730.0,CFB,24.2,COL,370691143018.039
Weightlifting,2012,56kg bantamweight men,Men,GOLD,Athlete,North Korea,Summer,2744.0,0.0,2744.0,DWB,9.25,,
Weightlifting,2012,56kg bantamweight men,Men,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,56kg bantamweight men,Men,BRONZE,Athlete,Azerbaijan,Summer,4485.0,-28.0,4513.0,BSK,14.47,AZE,69679944504.1972
Weightlifting,2012,94kg men,Men,GOLD,Athlete,Iran,Summer,5610.0,-28.0,5638.0,BWK,18.43,IRN,644035512181.483
Weightlifting,2012,94kg men,Men,SILVER,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Weightlifting,2012,94kg men,Men,BRONZE,Athlete,Poland,Summer,2499.0,-2.0,2501.0,CFB,10.6,POL,495230523665.901
Weightlifting,2012,53kg women,Women,GOLD,Athlete,Taiwan,Summer,3952.0,0.0,3952.0,CWB,24.43,,
Weightlifting,2012,53kg women,Women,SILVER,Athlete,Indonesia,Summer,4884.0,0.0,4884.0,AF,27.11,IDN,917869913332.649
Weightlifting,2012,53kg women,Women,BRONZE,Athlete,Ukraine,Summer,2061.0,-5.0,2066.0,DFB,11.38,UKR,182591753827.949
Weightlifting,2012,58kg women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,58kg women,Women,SILVER,Athlete,Thailand,Summer,2565.0,0.0,2565.0,AW,28.64,THA,397558325278.579
Weightlifting,2012,58kg women,Women,BRONZE,Athlete,Thailand,Summer,2565.0,0.0,2565.0,AW,28.64,THA,397558325278.579
Weightlifting,2012,48kg women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,48kg women,Women,SILVER,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Weightlifting,2012,48kg women,Women,BRONZE,Athlete,North Korea,Summer,2744.0,0.0,2744.0,DWB,9.25,,
Weightlifting,2012,+75kg women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,+75kg women,Women,SILVER,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Weightlifting,2012,+75kg women,Women,BRONZE,Athlete,South Korea,Summer,1947.0,0.0,1947.0,DWB,13.6,KOR,1278046536287.01
Weightlifting,2012,69kg men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Weightlifting,2012,69kg men,Men,SILVER,Athlete,Indonesia,Summer,4884.0,0.0,4884.0,AF,27.11,IDN,917869913332.649
Weightlifting,2012,69kg men,Men,BRONZE,Athlete,North Korea,Summer,2744.0,0.0,2744.0,DWB,9.25,,
Gymnastics Artistic,2012,balance beam women,Women,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Gymnastics Artistic,2012,balance beam women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Gymnastics Artistic,2012,balance beam women,Women,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Gymnastics Artistic,2012,team competition women,Women,GOLD,GameTeam,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Gymnastics Artistic,2012,team competition women,Women,SILVER,GameTeam,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Gymnastics Artistic,2012,team competition women,Women,BRONZE,GameTeam,Romania,Summer,2544.0,0.0,2544.0,DFB,12.86,ROU,179132893143.417
Gymnastics Artistic,2012,vault women,Women,GOLD,Athlete,Romania,Summer,2544.0,0.0,2544.0,DFB,12.86,ROU,179132893143.417
Gymnastics Artistic,2012,vault women,Women,SILVER,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
Gymnastics Artistic,2012,vault women,Women,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Gymnastics Artistic,2012,uneven bars women,Women,GOLD,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Gymnastics Artistic,2012,uneven bars women,Women,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Gymnastics Artistic,2012,uneven bars women,Women,BRONZE,Athlete,United Kingdom,Summer,1345.0,-4.0,1349.0,CFB,10.75,GBR,2707089726614.64
Gymnastics Artistic,2012,rings men,Men,GOLD,Athlete,Brazil,Summer,2995.0,0.0,2995.0,AW,25.72,BRA,2465227803011.57
Gymnastics Artistic,2012,rings men,Men,SILVER,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Gymnastics Artistic,2012,rings men,Men,BRONZE,Athlete,Italy,Summer,4810.0,-3.0,4813.0,CSA,14.47,ITA,2086957656821.6
Gymnastics Artistic,2012,floor exercises men,Men,GOLD,Athlete,China,Summer,8849.0,-154.0,9.003,BSK,14.62,CHN,8532185381680.59
Gymnastics Artistic,2012,floor exercises men,Men,SILVER,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Gymnastics Artistic,2012,floor exercises men,Men,BRONZE,Athlete,Russia,Summer,5642.0,-28.0,5670.0,DFC,5.27,RUS,2208293553878.42
Gymnastics Artistic,2012,individual all-round men,Men,GOLD,Athlete,Japan,Summer,3776.0,-4.0,3780.0,DFB,15.19,JPN,6272362996105.03
Gymnastics Artistic,2012,individual all-round men,Men,SILVER,Athlete,Germany,Summer,2962.0,-4.0,2966.0,CFB,10.68,DEU,3527143188785.16
Gymnastics Artistic,2012,individual all-round men,Men,BRONZE,Athlete,United States,Summer,6190.0,-85.5,6276.0,CFA,12.64,USA,16253970000000.0
